title,img,writer,price,uri
Ο ΚΑΤΑΡΡΑΚΤΗΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_598_2.jpg,ΚΑΨΑΛΗΣ ΔΙΟΝΥΣΗΣ,"9,45 €|10,50 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/o-katarraktis-html.html
ΠΟΙΗΣΗ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_3855.png,KEATS JOHN/ ΚΙΤΣ ΤΖΟΝ,"18,00 €|20,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/metafrasmeni-piisi-cat/poiisi-html.html
ΠΟΤΕ ΠΙΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_3858.png,ΚΟΥΓΕΑΣ ΒΑΣΙΛΗΣ,"9,90 €|11,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/pote-pia-html.html
ΠΥΛΑΙ ΑΡΡΗΤΩΝ ΕΠΩΝ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_3807.png,ΑΛΑΒΑΝΟΣ ΑΛΕΞΑΝΔΡΟΣ,"12,60 €|14,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/pylai-arriton-epon.html
ΟΛΑ Μ' ΑΡΕΣΟΥΝ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_3809.png,ΝΤΟΥΜΗ ΙΦΙΓΕΝΕΙΑ,"9,00 €|10,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/ola-m-aresoyn.html
Ο ΚΟΥΡΑΣΜΕΝΟΣ ΤΗΣ ΗΔΟΝΗΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_3793.png,ΜΕΣΟΛΟΓΓΙΤΗΣ Β.Π.,"10,35 €|11,50 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/o-koyrasmenos-tis-idonis.html
ΤΟ ΓΥΜΝΟ ΠΑΓΩΝΙ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_3808.png,ΝΙΚΗΤΑ ΔΑΦΝΗ,"9,90 €|11,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/to-gymno-pagoni.html
ΠΕΡΙΤΤΑ ΚΙΛΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_3811.png,ΠΑΠΑΓΕΩΡΓΙΟΥ ΧΡΗΣΤΟΣ,"9,00 €|10,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/peritta-kila.html
ΕΙΚΟΣΤΟΣ ΚΟΣΜΟΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/2/0/20.jpg,ΠΕΤΡΟΥ ΔΗΜΗΤΡΗΣ,"9,80 €|14,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/eikostos-kosmos.html
ΣΤΟ ΓΚΡΕΜΙΣΜΑ ΕΝΟΣ ΚΟΣΜΟΥ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/b/o/borbhs-gremisma.jpg,ΒΟΡΒΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ,"9,00 €|10,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/sto-gkremisma-enos-kosmoy.html
Ο ΘΥΡΩΡΟΣ ΤΩΝ ΗΜΕΡΩΝ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/l/o/loukidou_o_thiroros_ton_imeron_teliko.jpg,ΛΟΥΚΙΔΟΥ ΕΥΤΥΧΙΑ-ΑΛΕΞΑΝΔΡΑ,"8,91 €|9,90 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/o-thyroros-ton-imeron.html
ΠΕΡΙ... ΠΟΙΗΣΗΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_3759.png,ΒΑΡΣΑΜΟΣ ΣΤΑΜΑΤΗΣ,"18,00 €|20,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/peri-poiisis.html
ΕΡΩΤΑΣ ΕΞ ΑΜΕΛΕΙΑΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/9/7/9789606214899_1.jpg,ΣΤΥΛΙΑΡΑ ΡΕΝΕ,"19,71 €|21,90 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/erotas-ex-ameleias.html
ΚΥΠΡΙΩΝ ΓΗ ΑΕΝΑΗ - ΚΑΡΠΑΣΙΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_3702.png,ΝΙΚΟΛΑΟΥ ΣΤΕΛΙΟΣ,"9,54 €|10,60 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/kyprion-gi-aenai-karpasia.html
ΛΑΣΚΑΡΗΣ: ΠΟΙΗΜΑΤΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_3607.png,ΛΑΣΚΑΡΗΣ ΧΡΙΣΤΟΣ,"18,00 €|20,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/laskaris-poiimata.html
ΜΙΚΡΟ ΚΑΙ ΓΗΙΝΟ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_3650.png,ΔΥΝΑΖΗΣ ΓΙΩΡΓΟΣ,"6,68 €|7,42 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/mikro-kai-giino.html
ΕΚΤΟΣ ΑΠΡΟΟΠΤΟΥ ΣΤΗ ΧΩΡΑ ΤΩΝ ΘΑΥΜΑΤΩΝ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_851.jpg,ΚΑΡΑΧΑΛΙΟΣ Β. ΧΡΟΝΗΣ,"9,00 €|10,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/ektos-aprooptoy-sti-chora-ton-thaymaton.html
ΤΑ ΛΟΓΙΑ ΤΗΣ ΥΦΑΝΤΡΑΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_3537.png,ΣΕΡΙΔΟΥ ΑΛΕΞΙΑ,"8,00 €|8,89 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/ta-logia-tis-yfantras.html
ΘΑΥΜΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_3551.png,ΜΠΕΘΑΝΗ ΜΑΡΙΑ,"7,63 €|8,48 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/thayma.html
ANDRO III,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/a/n/andro.jpg,ΑΝΤΩΝΙΟΥ ΑΝΔΡΕΑΣ,"12,40 €|13,78 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/andro-iii.html
ΟΛΑ ΑΥΤΑ ΠΟΥ ΑΓΑΠΩ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/a/g/agapo.jpg,ΑΒΟΥΡΗ ΜΑΡΙΑΝΝΑ,"9,54 €|10,60 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/ola-ayta-poy-agapo.html
ΑΝΤΑΠΟΚΡΙΤΗΣ ΠΡΩΤΗΣ ΓΡΑΜΜΗΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/a/n/antapokritis.jpg,ΓΙΑΝΝΑΚΟΠΟΥΛΟΥ - ΒΑΚΙΡΛΗ ΠΟΛΑ,"9,54 €|10,60 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/antapokritis-protis-grammis.html
ΦΩΣ ΟΠΩΣ ΜΑΝΤΑΡΙΝΙ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/o/fos_1.jpg,ΝΙΚΟΛΑΙΔΟΥ ΕΦΗ,"9,54 €|10,60 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/fos-opos-mantarini.html
ΙΝΑ ΤΙ ΕΠΛΑΣΑΣ ΜΕ ΚΥΡΙΕ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/i/n/ina.jpg,SRAGHER PETER/ΠΙΤΕΡ ΣΡΑΓΚΕΡ,"11,44 €|12,72 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/metafrasmeni-piisi-cat/ina-ti-eplasas-me-kyrie.html
Ο ΑΓΝΟΣ ΟΠΑΔΙΣΜΟΣ ΤΟΥ ΑΙΜΑΤΟΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_3475.png,ΠΑΛΙΟΓΙΩΡΓΟΣ ΓΙΩΡΓΟΣ,"7,20 €|8,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/o-agnos-opadismos-toy-aimatos.html
ΠΛΕΥΣΕΙΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_3492_1.png,ΑΘΗΝΟΔΩΡΟΥ ΧΡΙΣΤΙΝΑ,"9,00 €|10,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/pleyseis.html
ΤΑ ΤΡΑΙΝΑ ΤΗΣ ΟΔΟΥ ΝΤΟΛΟΡΟΣΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_3402.png,ΞΥΔΗ ΧΑΡΙΤΙΝΗ,"10,80 €|12,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/ta-traina-tis-odoy-ntolorosa.html
ΟΙ ΜΕΤΑΜΟΡΦΩΣΕΙΣ ΤΟΥ ΜΗΔΕΝΟΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_3403.png,ΥΦΑΝΤΗΣ ΓΙΑΝΝΗΣ,"22,49 €|24,99 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/oi-metamorfoseis-toy-midenos.html
ΣΑΠΦΩ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_3356_1.png,ΣΑΠΦΩ,"19,80 €|22,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/metafrasmeni-piisi-cat/sapfo-html-html.html
LA PLUME,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/l/a/la_plume.jpg,ΓΟΥΓΟΥΤΣΑ ΕΛΕΝΗ,"7,63 €|8,48 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/la-plume.html
ΤΑ ΡΟΥΧΑ ΤΗΣ ΕΥΑΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_4690.png,ΡΩΜΑΝΟΥ ΑΓΓΕΛΙΝΑ,"7,63 €|8,48 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/ta-roycha-tis-eyas-html.html
ΣΧΕΔΟΝ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_921.jpg,ΒΕΛΙΑΔΟΥ ΤΖΕΝΗ,"6,30 €|7,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/schedon.html
Η ΓΛΩΣΣΑ ΤΟΥ ΓΙΒΡΑΛΤΑΡ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_3254.png,KUHLIGK BJORN/ ΚΙΟΥΛΙΓΚ ΜΠΙΟΡΝ,"10,00 €|11,11 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/metafrasmeni-piisi-cat/i-glossa-toy-gibraltar.html
ΙΧΝΗΛΑΣΙΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_3213.png,ΙΩΑΝΝΟΥ ΑΘΗΝΑ,"9,00 €|10,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/ichnilasia-html.html
ΑΜΑ ΖΩΝΤΑΣ ΑΠΛΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_3174.png,ΑΓΑΘΟΠΟΥΛΟΥ ΑΡΤΕΜΙΣ,"12,60 €|14,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/ama-zontas-apla.html
ΠΕΝΤΕ ΣΗΜΕΙΩΜΑΤΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_3112.png,ΛΥΠΙΡΙΔΗΣ Χ.,"9,00 €|10,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/pente-simeiomata.html
ΤΟ ΤΡΙΤΟ ΚΑΛΟΚΑΙΡΙ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_3084_1.png,ΦΛΟΥΡΑΚΗΣ ΑΝΔΡΕΑΣ,"10,80 €|12,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/to-trito-kalokairi.html
ΤΑΥΤΟΤΗΤΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_3089.png,ΜΠΑΚΛΑΚΟΣ ΓΙΩΡΓΟΣ,"9,54 €|10,60 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/taytotita.html
ΦΥΤΑ ΕΣΩΤΕΡΙΚΟΥ ΧΩΡΟΥ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_3090.png,ΤΑΤΣΗ ΕΥΑΓΓΕΛΙΑ,"9,54 €|10,60 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/fyta-esoterikoy-choroy-html.html
Η ΣΥΜΦΩΝΙΑ ΤΩΝ ΛΟΥΛΟΥΔΙΩΝ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_3093.png,ASAF OZDEMIR/ ΑΣΑΦ ΟΖΝΤΕΜΙΡ,"9,54 €|10,60 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/metafrasmeni-piisi-cat/i-symfonia-ton-loyloydion.html
ΑΝΘΟΛΟΓΙΑ ΝΕΑΣ ΕΛΛΗΝΙΚΗΣ ΠΟΙΗΣΗΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_3094.png,ΑΝΘΟΛΟΓΙΑ,"9,54 €|10,60 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/anthologia-neas-ellinikis-poiisis.html
ΕΠΟΧΕΣ ΟΝΕΙΡΟΥ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_3039.png,ΠΙΣΤΑΣ Δ. ΓΙΩΡΓΟΣ,"12,60 €|14,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/epoches-oneiroy.html
ΜΕΙΟΝ ΔΕΚΑΞΙ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_3205.png,ΝΤΟΥΞΗ ΕΛΕΝΗ,"6,10 €|6,74 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/meion-dekaxi.html
ΕΛΠΙΔΟΦΟΡΟΣ ΔΟΥΝΑΒΗΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/e/l/elpidoforos_dounabis.jpg,ΔΗΜΗΤΡΟΠΟΥΛΟΣ ΓΙΑΝΝΗΣ (YANKO),"11,70 €|13,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/pezografia/elliniki-pezografia-c/elpidoforos-doynabis.html
ΣΥΝΤΗΡΗΤΗΣ ΟΥΡΑΝΙΩΝ ΤΟΞΩΝ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_2986_1.png,ΜΙΧΕΛΟΥΔΑΚΗΣ ΔΗΜΗΤΡΗΣ,"9,54 €|10,60 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/syntiritis-oyranion-toxon.html
ΑΝΑΜΕΣΑ ΣΕ ΔΥΟ ΒΡΟΧΕΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_2992.png,FRENCH NORA-MAY/ ΦΡΕΝΤΣ ΝΟΡΑ-ΜΕΙ,"11,45 €|12,72 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/metafrasmeni-piisi-cat/anamesa-se-dyo-broches.html
ΑΝΘΟΛΟΓΙΑ ΚΛΑΣΙΚΗΣ ΚΙΝΕΖΙΚΗΣ ΠΟΙΗΣΗΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_1731_1.jpg,ΑΝΘΟΛΟΓΙΑ,"13,36 €|14,84 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/metafrasmeni-piisi-cat/anthologia-klasikis-kinezikis-poiisis.html
ΠΡΟΣΠΑΘΕΙΕΣ ΔΙΑΦΥΓΗΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_1768.jpg,ΑΓΓΟΥΡΑΚΗΣ ΖΑΧΑΡΙΑΣ,"9,54 €|10,60 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/prospatheies-diafygis.html
ΟΙΝΟΠΝΕΥΜΑΤΟΣ ΔΙΑΛΟΓΟΙ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_2970.png,ΣΩΤΡΙΝΗ ΑΝΝΑ,"13,45 €|14,95 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/oinopneymatos-dialogoi.html
ΧΑΙΡΕ ΕΣΥ...,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_2979_3.png,"ΒΛΑΧΑΚΗΣ ΓΙΩΡΓΟΣ, ΛΕΥΘΕΡΙΩΤΗΣ ΚΩΣΤΑΣ","17,99 €|19,99 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/chaire-esy.html
Α! ΕΙΠΑ ΚΑΙ ΑΝΟΙΞΕ Ο ΚΟΣΜΟΣ ΜΟΥ ΟΛΑΚΕΡΟΣ!,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_2979_4.png,ΣΤΑΜΑΤΟΠΟΥΛΟΥ ΕΥΑ,"10,80 €|12,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/a-eipa-kai-anoixe-o-kosmos-moy-olakeros.html
ΒΙΟΓΡΑΦΙΑ ΕΝΟΣ ΧΕΡΙΟΥ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/x/e/xerioy.png,ΝΙΚΟΛΑΟΥ ΚΩΝΣΤΑΝΤΙΝΟΣ,"11,70 €|13,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/biografia-enos-cherioy.html
ΘΕΑΤΡΟΠΑΙΖΟΝΤΑΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_2961.png,ΣΥΚΑ ΓΕΩΡΓΙΑ,"6,30 €|7,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/theatropaizontas.html
ΤΑ ΡΟΥΧΑ ΤΗΣ ΕΥΑΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/9/7/978-960-408-320-6-640x964.jpg,ΡΩΜΑΝΟΥ ΑΓΓΕΛΙΝΑ,"8,48 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/ta-roycha-tis-eyas.html
ΑΛΑΤΡΟ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_2958.png,ΜΑΡΚΕΖΙΝΗ ΚΑΤΕΡΙΝΑ,"10,80 €|12,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/alatro.html
Η ΞΕΧΑΣΜΕΝΗ ΓΛΩΣΣΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_3494.png,ΔΑΡΔΑΓΑΝΗ ΔΗΜΗΤΡΑ,"8,10 €|9,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/i-xechasmeni-glossa.html
36 ΔΕΛΦΙΚΟΙ ΑΓΩΝΕΣ ΠΟΙΗΣΗΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_2947.png,ΑΝΘΟΛΟΓΙΑ,"9,00 €|10,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/36-delfikoi-agones-poiisis.html
ΕΝΑ ΚΑΛΟΚΑΙΡΙ ΣΤΗΝ ΑΜΟΡΓΟ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_2948.png,ΑΠΗΛΙΩΤΗΣ ΝΙΚΟΣ,"9,00 €|10,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/ena-kalokairi-stin-amorgo.html
ΕΥΑ ΚΑΙ ΑΛΛΑ ΠΟΙΗΜΑΤΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_2949_1.png,MYLES EILEEN/ ΜΑΙΛΣ ΑΙΛΗΝ,"9,90 €|11,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/eya-kai-alla-poiimata.html
ΑΝΘΙΣΜΕΝΑ ΚΟΙΜΗΤΗΡΙΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/k/o/koimhthria_1.jpg,ΞΗΡΟΧΩΡΙΤΗΣ ΓΙΩΡΓΟΣ,"9,54 €|10,60 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/anthismena-koimitiria.html
ΕΥΘΡΑΥΣΤΗ ΙΣΟΡΡΟΠΙΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_2922.png,ΠΛΑΚΙΑΣ ΦΙΛΙΠΠΟΣ,"7,19 €|7,99 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/eythraysti-isorropia.html
ΑΕΙΘΑΛΗΣ ΔΙΨΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_2939.png,ΠΑΠΑΔΑΚΗ-ΑΘΗΝΙΩΤΗ ΕΙΡΗΝΗ,"10,80 €|12,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/aeithalis-dipsa.html
ΑΒΙΝΙΟΝ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_2878.png,ΓΙΑΝΤΣΙΟΥ ΧΡΥΣΗ,"7,63 €|8,48 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/abinion.html
ΔΡΑΣΚΕΛΙΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_2904.png,ΚΑΤΣΩΝΟΠΟΥΛΟΣ ΘΟΔΩΡΗΣ,"9,00 €|10,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/draskelia.html
ΕΙΚΟΝΩΝ ΦΑΝΕΡΩΣΙΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_2912_2.png,ΜΠΕΚΑΤΩΡΟΣ ΣΠΥΡΟΣ,"9,00 €|10,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/eikonon-fanerosis.html
ΕΥΤΕΠΙΓΝΩΣΗΣ ΕΠΙΜΕΤΡΟ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_2876.png,ΦΩΤΟΠΟΥΛΟΣ ΣΤΕΡΓΙΟΣ,"7,63 €|8,48 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/eytepignosis-epimetro.html
ΚΥΠΡΙΩΝ ΓΗ ΑΕΝΑΗ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_2879.png,ΝΙΚΟΛΑΟΥ ΣΤΕΛΙΟΣ,"9,54 €|10,60 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/kyprion-gi-aenai.html
"ΤΟ ΒΛΕΜΜΑ ΣΟΥ, ΚΟΣΜΕ",https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_2883.png,NOVI INTRA,"9,54 €|10,60 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/metafrasmeni-piisi-cat/to-blemma-soy-kosme.html
ΘΟΡΥΒΟΙ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_2887.png,ΖΕΡΒΑΚΗ ΕΡΗ,"9,00 €|10,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/thoryboi-html.html
Η ΝΥΧΤΑ ΤΩΝ ΚΗΠΩΝ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_2888.png,ΧΑΡΑΛΑΜΠΙΔΗΣ ΚΥΡΙΑΚΟΣ,"11,97 €|13,30 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/i-nychta-ton-kipon.html
